id,studios,director
4672,Production I.G,Oshii Mamoru
40269,Larx Entertainment,Kishi Seiji
25161,Toei Animation,Itou Naoyuki
25303,Production I.G,Morihiro Fumi
16,J.C.Staff,Kasai Kenichi
849,Kyoto Animation,Hatta Youko
37936,Nice Boat Animation,Lin Hun
36704,Kyoto Animation,Kawanami Eisaku
34021,Telecom Animation Film,Koike Takeshi
33280,production doA,Hashimoto Hiroyuki
12893,Sunrise,Yamauchi Yasunobu
43439,CloverWorks,Oohashi Kazuki
2150,Telescreen,Saitou Hiroshi
11237,Shaft,Iwakami Atsuhiro
2159,A-1 Pictures,Cook Justin
4280,ufotable,Iwakami Atsuhiro
861,Production I.G,Cook Justin
30902,TYO Animations,Hata Hiroyuki
37873,SANZIGEN,Miyajima Seiya
38770,TMS Entertainment,Aoyama Gosho
29829,TYO Animations,Satou Junichi
19111,Sunrise,Kyougoku Takahiko
37435,Bones,Watanabe Shinichiro
39575,Satelight,Yamaoka Akira
29830,TYO Animations,Satou Junichi
9941,Sunrise,Matsuura Hiroaki
14741,Kyoto Animation,Nakamura Shinichi
32998,Shuka,Kaburagi Hiro
43756,Zexcs,Kuroyanagi Toshimasa
30885,Bones,THE ORAL CIGARETTES
8408,Brain's Base,Matsushita Yuya
43691,Pine Jam,Yoneda Kazuhiro
934,Studio Deen,Kon Chiaki
3014,Artland,Ishiguro Noboru
33926,B.CMAY PICTURES,Xiong Ke
39651,Bones,Minami Masahiko
38333,production doA,Hashimoto Hiroyuki
37773,Lay-duce,Yamagishi Daigo
36286,White Fox,Watanabe Masaharu
36214,Zexcs,Satou Takuya
33191,David Production,Kato Toshiyuki
2951,Sunrise,Takamatsu Shinji
996,Toei Animation,Takahashi Akira
44807,Studio Chizu,Hosoda Mamoru
24,Studio Comet,Cook Justin
1921,Studio Pierrot,Oshii Mamoru
32836,Satelight,Ono Katsumi
2154,Studio 4°C,Kamagata Eiichi
14075,Bones,Saitou Shunsuke
26213,Kyoto Animation,Miyano Mamoru
3572,Satelight,Kawamori Shouji
41587,Bones,Nagasaki Kenji
26,Madhouse,Ueda Yasuyuki
22961,Production IMS,Marchi Jamie
41433,Studio Pierrot,Taguchi Tomohisa
22097,Lay-duce,Saitou Shunsuke
4087,Manglobe,Yamamoto Kouji
40665,Kinema Citrus,Furukawa Tomohiro
22319,Studio Pierrot,Morita Shuuhei
16395,Tatsunoko Production,Kawaguchi Keiichirou
36028,Geno Studio,Nanba Hitoshi
6774,Toei Animation,Yamamoto Kouji
41120,CloverWorks,Itou Tomohiko
39175,Signal.MD,Ishiguro Kyouhei
3603,APPP,Hayama Junichi
30727,A-1 Pictures,Kamei Kanta
6984,Shaft,Iwakami Atsuhiro
19489,Trigger,Ootsuka Masahiko
21877,J.C.Staff,Yamakawa Yoshiki
40429,Toei Animation,Kon Chiaki
5678,Madhouse,Masuhara Mitsuyuki
597,Studio Ghibli,Suzuki Toshio
38201,Studio Pierrot,Fujita Youichi
28,Sunrise,Yamakawa Norio
1470,Sunrise,Ueda Masuo
6438,TMS Entertainment,Ochi Koujin
6351,Kyoto Animation,Takao Noriko
530,Toei Animation,Satou Junichi
38145,Zero-G,Suzuki Kaoru
122,Studio Deen,Yamakawa Norio
552,Toei Animation,Seki Hiromi
15,Gallop,Miyake Masanori
37407,Studio Colorido,Satou Junichi
15771,A-1 Pictures,Kawamura Genki
4472,Kyoto Animation,Hatta Hideaki
4163,Gonzo,Kishi Seiji
31733,Toei Animation,Kon Chiaki
468,Production I.G,Suzuki Toshio
37027,Sunrise,Sakai Kazuo
35860,Shin-Ei Animation,Akagi Hiroaki
21185,Studio Pierrot,Murata Masahiko
2752,M.S.C,Hamana Takayuki
31953,Doga Kobo,Fujiwara Yoshiyuki
2448,Production I.G,Kamiyama Kenji
2321,Phoenix Entertainment,Shizuno Koubun
35240,Actas,Tachibana Masaki
1729,Studio Deen,Matsushita Yukihiro
40854,SANZIGEN,Kidani Takaaki
8426,AIC Classic,Saitou Shunsuke
9465,Production I.G,Hirasawa Nao
8142,Sunrise,Iwakami Atsuhiro
35672,8bit,Yamamoto Yuusuke
35240,Actas,Tachibana Masaki
21659,Trigger,Imaishi Hiroyuki
22265,Kyoto Animation,Utsumi Hiroko
27633,Doga Kobo,Barr Katelyn
31733,Toei Animation,Kon Chiaki
35320,Madhouse,Asaka Morio
145,Gainax,Tsurumaki Kazuya
2828,Madhouse,Dezaki Osamu
740,Toei Animation,Ikuhara Kunihiko
5678,Madhouse,Masuhara Mitsuyuki
31953,Doga Kobo,Fujiwara Yoshiyuki
10643,Sunrise,Takeuchi Shinji
1914,Madhouse,Shishido Jun
10083,Daume,Amino Tetsuro
33190,David Production,Nakayama Katsuichi
17895,J.C.Staff,Kon Chiaki
18153,Kyoto Animation,Nakamura Shinichi
16916,Production I.G,Morihiro Fumi
34902,Studio Gokumi,Kaneko Hiraku
1974,Tokyo Movie Shinsha,Hamatsu Mamoru
35073,Madhouse,Itou Naoyuki
21995,Production I.G,Kuroki Rui
324,Sunrise,Yoshinaga Naoyuki
2035,Ajia-Do,Kobayashi Tsuneo
31704,Madhouse,Yamaoka Minoru
21435,8bit,Yamamoto Yuusuke
31772,Madhouse,Hisagi Akitsugu
4447,TMS Entertainment,Suwa Michihiko
39764,TMS Entertainment,Shiina Ringo
8038,J.C.Staff,Ninomiya Tomoko
31483,Bones,Andou Masahiro
8310,TMS Entertainment,Hirano Toshiki
6115,TMS Entertainment,Nakatani Toshio
3785,Khara,Anno Hideaki
3782,ufotable,Iwakami Atsuhiro
7724,Daume,Amino Tetsuro
2158,Tokyo Kids,Yamasaki Osamu
39165,,
24471,Studio Deen,Nakatake Tetsuya
6213,J.C.Staff,Kawase Kouhei
41781,SANZIGEN,Kakimoto Koudai
35860,Shin-Ei Animation,Akagi Hiroaki
37029,Studio Deen,Yoneda Kazuhiro
18619,Actas,Mizushima Tsutomu
31637,A-1 Pictures,Kyougoku Takahiko
21185,Studio Pierrot,Murata Masahiko
31592,OLM,Yuyama Kunihiko
48849,Madhouse,Natsume Shingo
20767,Bones,Tamura Koutarou
2450,Shin-Ei Animation,Hara Keiichi
48804,OLM,Jinbo Masato
34284,Studio Gokumi,Kishi Seiji
36593,Toei Animation,Naitou Keisuke
11813,Brain's Base,Suzuki Takeyuki
24921,SANZIGEN,WEST GROUND
2397,Toei Animation,Seki Hiromi
10119,GoHands,Nakanishi Go
7588,Manglobe,Kimura Makoto
34445,Studio Gokumi,Fukuoka Motoo
23777,Wit Studio,Wada Jouji
15117,Manglobe,Osedo Satoshi
24893,Polygon Pictures,Seshita Hiroyuki
6438,TMS Entertainment,Ochi Koujin
645,Studio Pierrot,Endou Tetsuya
967,Toei Animation,Maseba Yutaka
21339,Production I.G,Morihiro Fumi
20847,GoHands,Kanazawa Hiromichi
20371,Studio Deen,Kon Chiaki
33899,TROYCA,Bessho Makoto
6033,Toei Animation,Sabat Christopher
4472,Kyoto Animation,Hatta Hideaki
4163,Gonzo,Kishi Seiji
6351,Kyoto Animation,Takao Noriko
15771,A-1 Pictures,Kawamura Genki
1379,A.C.G.T.,Watanabe Takashi
35972,A-1 Pictures,Ishihira Shinji
39597,A-1 Pictures,Ono Manabu
9513,Pierrot Plus,Takamoto Norihiro
24439,Bones,Furuya Daisuke
44586,Ajia-Do,Naya Ryousuke
1092,Sunrise,Maseba Yutaka
36474,A-1 Pictures,Miki Kazuma
36653,Kyoto Animation,Takemoto Yasuhiro
1088,Tatsunoko Production,Ishiguro Noboru
33502,Satelight,Wada Junichi
427,Gonzo,Satou Junichi
2752,M.S.C,Hamana Takayuki
2448,Production I.G,Kamiyama Kenji
2321,Phoenix Entertainment,Shizuno Koubun
1729,Studio Deen,Matsushita Yukihiro
1382,Sunrise,Kobayashi Shinichirou
33337,Madhouse,Natsume Shingo
32979,Studio 3Hz,Oshiyama Kiyotaka
597,Studio Ghibli,Suzuki Toshio
31339,Hoods Drifters Studio,Ueda Yasuyuki
35972,A-1 Pictures,Ishihira Shinji
36593,Toei Animation,Naitou Keisuke
33899,TROYCA,Bessho Makoto
22265,Kyoto Animation,Utsumi Hiroko
477,Hal Film Maker,Satou Junichi
33502,Satelight,Wada Junichi
9465,Production I.G,Hirasawa Nao
597,Studio Ghibli,Suzuki Toshio
7588,Manglobe,Kimura Makoto
39071,J.C.Staff,Sakurai Hiroaki
9074,Shaft,Ooshima Miku
33337,Madhouse,Natsume Shingo
49661,Khara,Fukushima Yuuichi
39165,,
42496,Sparkly Key Animation Studio,
44059,,
38410,,
37924,Fanworks,Rareko
36904,Fanworks,Rareko
17895,J.C.Staff,Kon Chiaki
20815,Studio Deen,Kita Shuhei
37341,C-Station,Itou Mutsumi
451,Sunrise,Ueda Masuo
24913,Brain's Base,Hanazawa Kana
120,Studio Deen,Cook Justin
1472,Sunrise,Kodama Kenji
1473,Sunrise,Egami Kiyoshi
240,Palm Studio,Ikehata Takashi
35191,Kyoto Animation,Kawanami Eisaku
38790,SILVER LINK.,Oonuma Shin
34161,Madhouse,Gou Fumiyuki
38027,Kyoto Animation,Katou Tatsuya
34349,Production I.G,Terajima Yuuji
24765,Lerche,Higa Yuuji
33845,Kyoto Animation,Kawanami Eisaku
34430,TMS Entertainment,Shizuno Koubun
20159,Production I.G,Kuroki Rui
569,Tatsunoko Production,Mashimo Kouichi
8687,Shin-Ei Animation,Kusuba Kouzou
21867,TMS Entertainment,Yamamoto Yasuichiro
37996,Lerche,Kouda Masato
20517,J.C.Staff,Yamakawa Yoshiki
32948,Zexcs,Kuroyanagi Toshimasa
34428,Madhouse,Gou Fumiyuki
31665,Kyoto Animation,Tsuruoka Youta
10935,AIC Classic,Aketagawa Jin
38555,SILVER LINK.,Inoue Keisuke
267,Madhouse,Kitayama Shigeru
28069,A-1 Pictures,Saitou Shunsuke
28479,TMS Entertainment,Suwa Michihiko
41488,8bit,Haibara Yuuji
38619,Passione,Takahashi Takeo
40221,Telecom Animation Film,Sano Takashi
39681,SANZIGEN,Matsuura Hiroaki
21405,Brain's Base,Miya Shigeyuki
30952,SANZIGEN,Sekijima Mayori
8197,A-1 Pictures,Kanbe Mamoru
37976,MAPPA,Sakai Munehisa
11123,Studio Deen,Kon Chiaki
8525,Manglobe,Matsuda Akio
28881,SANZIGEN,Shimizu Youji
709,Madhouse,Yano Yuuichirou
3165,Shaft,Iwakami Atsuhiro
21667,SILVER LINK.,Kawatsura Shinya
6956,A-1 Pictures,Saitou Shunsuke
19613,SANZIGEN,Hidaka Masamitsu
37958,Pierrot Plus,Kawasaki Itsurou
25015,Kyoto Animation,Ishidate Taichi
1887,Kyoto Animation,Takemoto Yasuhiro
25729,TYO Animations,Satou Junichi
20431,Wit Studio,Wada Jouji
32370,TMS Entertainment,Ashino Yoshiharu
37956,Hoods Entertainment,Naoya Takashi
30778,A-1 Pictures,Yamakawa Norio
23385,Kyoto Animation,Chihara Minori
18753,Brain's Base,Yoshimura Ai
985,Toei Animation,Watson Barry
24543,A-1 Pictures,Motonaga Keitarou
40540,A-1 Pictures,Nakajuu Shunsuke
8516,SILVER LINK.,Oonuma Shin
28669,Toei Animation,Takahashi Tomoko
40908,Ajia-Do,Fujimori Masaya
40904,feel.,Kobayashi Tomoki
28907,A-1 Pictures,Nakayama Nobuhiro
14511,feel.,Yamanaka Takahiro
37869,SANZIGEN,Kakimoto Koudai
154,Xebec,Yamakawa Norio
36259,DandeLion Animation Studio,Iwata Naomi
6802,A-1 Pictures,Matsumoto Miho
2952,Square Enix,Nozue Takeshi
40870,Trigger,Usa Yoshiki
23775,Wit Studio,Wada Jouji
40879,Sunrise,Sabat Christopher
34973,Sunrise,Sakai Kazuo
22,Trans Arts,Hamana Takayuki
32681,Trigger,Amemiya Akira
874,Toei Animation,Seki Hiromi
13535,Sunrise,Fujita Youichi
34984,Wit Studio,Okada Maiko
41094,Haoliners Animation League,
2175,Shaft,Kubota Mitsutoshi
474,Triangle Staff,Watanabe Shinichiro
16904,GoHands,Nakanishi Go
37807,Actas,Tachibana Masaki
34984,Wit Studio,Okada Maiko
22,Trans Arts,Hamana Takayuki
15731,TYO Animations,Satou Junichi
48590,Kyoto Animation,Cool-kyou Shinja
39555,TMS Entertainment,Hirano Toshiki
874,Toei Animation,Seki Hiromi
24765,Lerche,Higa Yuuji
97,Gonzo,Chigira Kouichi
21405,Brain's Base,Miya Shigeyuki
35823,A-1 Pictures,Fukunaga Gen
32268,Shaft,Shinbou Akiyuki
13667,Studio Pierrot,Date Hayato
6586,Studio Pierrot,Suzuki Iku
35658,Production I.G,
12117,TMS Entertainment,Suwa Michihiko
38002,Lerche,Kouda Masato
40504,OLM,Watanabe Ayumu
40571,C2C,Kubooka Toshiyuki
32370,TMS Entertainment,Ashino Yoshiharu
41061,C-Station,Afro
40936,Connect,Rakuda
40454,J.C.Staff,Tachibana Hideki
48556,Madhouse,Itou Yuuki
957,Madhouse,Shishido Jun
39495,Wit Studio,Ueda Youko
37682,Madhouse,Kousaka Kitarou
34428,Madhouse,Gou Fumiyuki
37996,Lerche,Kouda Masato
9510,Bridge,Oota Masahiko
33354,Madhouse,Asaka Morio
38027,Kyoto Animation,Katou Tatsuya
34161,Madhouse,Gou Fumiyuki
31289,Toei Animation,Koga Gou
11001,Production I.G,Hamana Takayuki
2471,Shin-Ei Animation,Shibayama Tsutomu
388,Studio Comet,Yamakawa Norio
35191,Kyoto Animation,Kawanami Eisaku
1462,Madhouse,Kawajiri Yoshiaki
7647,Shaft,Ooshima Miku
30191,Shuka,Oomori Takahiro
37141,David Production,Takahashi Yuuma
2582,Sunrise,Takahashi Ryousuke
397,Sunrise,Nagaoka Yasuchika
3750,Studio Deen,Matsuda Akio
24913,Brain's Base,Hanazawa Kana
2618,Madhouse,Dezaki Osamu
7193,Madhouse,Araki Tetsurou
37341,C-Station,Itou Mutsumi
34430,TMS Entertainment,Shizuno Koubun
28669,Toei Animation,Takahashi Tomoko
21867,TMS Entertainment,Yamamoto Yasuichiro
5231,OLM,Akiyama Katsuhito
35321,Production I.G,Matsushita Keiko
33845,Kyoto Animation,Kawanami Eisaku
10495,Doga Kobo,Oota Masahiko
20815,Studio Deen,Kita Shuhei
1505,TMS Entertainment,Suwa Michihiko
34349,Production I.G,Terajima Yuuji
9724,Production I.G,Hirasawa Nao
1366,TMS Entertainment,Suwa Michihiko
14511,feel.,Yamanaka Takahiro
9252,Production I.G,Hirasawa Nao
202,Bones,Maseba Yutaka
20159,Production I.G,Kuroki Rui
31859,A-1 Pictures,Nakamura Ryousuke
1172,E&G Films,Kobayashi Noriko
10935,AIC Classic,Aketagawa Jin
2829,Nippon Animation,Kusuba Kouzou
39355,Lerche,Kishi Seiji
12883,A-1 Pictures,Kimura Makoto
20431,Wit Studio,Wada Jouji
31665,Kyoto Animation,Tsuruoka Youta
28907,A-1 Pictures,Nakayama Nobuhiro
20517,J.C.Staff,Yamakawa Yoshiki
1095,Production I.G,Ishikawa Mitsuhisa
28677,LIDENFILMS,Hirasawa Nao
28069,A-1 Pictures,Saitou Shunsuke
23385,Kyoto Animation,Chihara Minori
8197,A-1 Pictures,Kanbe Mamoru
38790,SILVER LINK.,Oonuma Shin
36038,Signal.MD,Yaginuma Kazuyoshi
21667,SILVER LINK.,Kawatsura Shinya
1281,Studio Pierrot,Abe Noriyuki
30952,SANZIGEN,Sekijima Mayori
18753,Brain's Base,Yoshimura Ai
15061,Sunrise,Hosoya Nobuyuki
37614,C2C,Anzai Takefumi
33988,A-1 Pictures,Andou Ryou
3165,Shaft,Iwakami Atsuhiro
28479,TMS Entertainment,Suwa Michihiko
31783,TMS Entertainment,Nabeshima Osamu
41694,LIDENFILMS,Yamamoto Hideyo
516,Sunrise,Satou Junichi
1412,Tokyo Movie Shinsha,Takahata Isao
516,Sunrise,Satou Junichi
1412,Tokyo Movie Shinsha,Takahata Isao
21573,Satelight,Ono Katsumi
37150,Sparkly Key Animation Studio,Tang Jia San Shao
19115,Production I.G,Nishikubo Mizuho
36470,Doga Kobo,Yamazaki Mitsue
35777,dwarf,Kobayashi Masahito
8937,J.C.Staff,Kawase Kouhei
534,E&G Films,Kobayashi Noriko
34439,Sunrise,Taniguchi Gorou
1491,Toei Animation,Nishizawa Nobutaka
14131,Actas,Mizushima Tsutomu
34414,Satelight,Takamatsu Shinji
371,Madhouse,Maseba Yutaka
37109,Lerche,Kashiki Takuto
31931,Xebec,Nakayama Katsuichi
33731,Doga Kobo,Oota Masahiko
87,Sunrise,Yatate Hajime
567,Sunrise,Maseba Yutaka
30714,Wit Studio,Nakatake Tetsuya
31552,Shuka,Oomori Takahiro
2961,Toei Animation,Seki Hiromi
36094,Lerche,Higa Yuuji
1571,J.C.Staff,Cook Justin
33091,David Production,Tsuda Naokatsu
8675,GoHands,Nakanishi Go
15989,Studio Gokumi,Ono Manabu
21327,Brain's Base,Iwasaki Tarou
7592,Studio Deen,Nishimura Junji
14407,AIC ASTA,Sakurai Takashi
14735,TMS Entertainment,Suwa Michihiko
31764,Madhouse,Nakayama Nobuhiro
2593,ufotable,Iwakami Atsuhiro
2594,Madhouse,Saitou Yuuichirou
35789,TMS Entertainment,Nabeshima Osamu
18849,Brain's Base,Oomori Takahiro
2623,Nippon Animation,Kuroda Yoshio
32863,Lerche,
6505,,Amalloc
4177,Bones,Miyaji Masayuki
40841,Ajia-Do,Hongou Mitsuru
37621,Shin-Ei Animation,Enomoto Takahiro
35673,8bit,Yamamoto Yuusuke
36220,Lay-duce,Tsukada Takurou
32915,Shuka,Ooshiro Miyuki
33064,Xebec,Habara Nobuyoshi
11889,A-1 Pictures,Nishigori Atsushi254,Shin-Ei Animation,Mizushima Tsutomu
15487,Production I.G,Fujimaki Tadatoshi
21273,White Fox,Ogura Mitsutoshi
4898,A-1 Pictures,Shinohara Toshiya
31553,P.A. Works,Asai Yoshiyuki
30347,A-1 Pictures,FLOW
12017,Sunrise,Yonetani Yoshitomo
1818,Madhouse,Cook Justin
1852,Shaft,Iwakami Atsuhiro
15793,Satelight,Ono Katsumi
7304,TMS Entertainment,
11737,A-1 Pictures,Matsumoto Miho
4981,Madhouse,Yamauchi Shigeyasu
27601,Kyoto Animation,Ishihara Tatsuya
1915,Seven Arcs,Kusakawa Keizou
25801,Studio Deen,Omata Shinichi
25341,Production I.G,Hanae Natsuki
18139,Shin-Ei Animation,Mutou Yuuji
35241,Lerche,Okamoto Hideki
6024,Madhouse,Masuhara Mitsuyuki
1719,Nomad,Nakamura Shinichi
22125,Production I.G,Morihiro Fumi
2994,Madhouse,Tamura Manabu
40496,SILVER LINK.,Nakayama Nobuhiro
6582,AIC ASTA,Kishi Seiji
2076,Toei Animation,Suwa Michihiko
37497,P.A. Works,Shinohara Toshiya
18499,Tatsunoko Production,Nakamura Shinichi
2104,Gonzo,Kishi Seiji
9919,A-1 Pictures,Okamura Tensai
19671,Kyoto Animation,Katou Tatsuya
16934,Kyoto Animation,Utsumi Hiroko
34374,Studio Gokumi,Kishi Seiji
23269,Studio Gokumi,Tanaka Motoki
40024,Toei Animation,Kon Chiaki
856,OLM,Iwasa Gaku
15959,Studio Deen,LM.C
34136,Telecom Animation Film,Hamasaki Hiroshi
450,Sunrise,Ueda Masuo
160,AIC,Daichi Akitarou
28249,SANZIGEN,Satomi Tetsurou
23321,Studio Deen,Ishihira Shinji
35079,Lerche,Taguchi Tomohisa
96,Sunrise,Yatate Hajime
10389,Production I.G,Matsushita Keiko
890,Sunrise,Yonetani Yoshitomo
10469,Shaft,Kumeta Kouji
40392,Ezόla,Nagayama Nobuyoshi
33034,Studio Gokumi,Tanaka Motoki
345,Studio Pierrot,Kobayashi Tsuneo
10460,J.C.Staff,Kanbe Mamoru
48780,CloverWorks,Tatsuwa Naoyuki
19775,Polygon Pictures,Shizuno Koubun
517,Studio Comet,Cook Justin
33034,Studio Gokumi,Tanaka Motoki
96,Sunrise,Yatate Hajime
890,Sunrise,Yonetani Yoshitomo
30413,TMS Entertainment,Naganuma Norihiro
20031,Brain's Base,Sugahara Shizutaka
6505,,Amalloc
38816,Graphinica,Itou Tomohiko
345,Studio Pierrot,Kobayashi Tsuneo
37497,P.A. Works,Shinohara Toshiya
19775,Polygon Pictures,Shizuno Koubun
351,Toei Animation,Seki Hiromi
45055,SynergySP,Hatori Jun
4177,Bones,Miyaji Masayuki
22101,Studio Pierrot,Kamegaki Hajime
6172,OLM,Horikawa Kenji
352,Toei Animation,Shibata Hiroaki
8675,GoHands,Nakanishi Go
32863,Lerche,
37441,Production I.G,Morihiro Fumi
22147,Kyoto Animation,Takemoto Yasuhiro
37109,Lerche,Kashiki Takuto
35241,Lerche,Okamoto Hideki
42590,Shin-Ei Animation,Akagi Hiroaki
40024,Toei Animation,Kon Chiaki
32870,Production I.G,Morihiro Fumi
9919,A-1 Pictures,Okamura Tensai
46093,P.A. Works,Shinohara Toshiya
407,Studio Pierrot,Abe Noriyuki
14227,Brain's Base,Kaburagi Hiro
30714,Wit Studio,Nakatake Tetsuya
14131,Actas,Mizushima Tsutomu
31552,Shuka,Oomori Takahiro
531,Toei Animation,Ikuhara Kunihiko
33091,David Production,Tsuda Naokatsu
40841,Ajia-Do,Hongou Mitsuru
37621,Shin-Ei Animation,Enomoto Takahiro
42361,Telecom Animation Film,Hanai Hirokazu
38400,Kyoto Animation,Kawanami Eisaku
31764,Madhouse,Nakayama Nobuhiro
34439,Sunrise,Taniguchi Gorou
2961,Toei Animation,Seki Hiromi
10378,Diomedéa,Mizushima Tsutomu
522,Madhouse,Maseba Yutaka
21573,Satelight,Ono Katsumi
35079,Lerche,Taguchi Tomohisa
39491,Production I.G,Morihiro Fumi
32915,Shuka,Ooshiro Miyuki
450,Sunrise,Ueda Masuo
33064,Xebec,Habara Nobuyoshi
12031,Studio Pierrot,Kamiya Jun
2963,Daume,Yamanaka Takahiro
30347,A-1 Pictures,FLOW
19671,Kyoto Animation,Katou Tatsuya
18849,Brain's Base,Oomori Takahiro
479,Studio Deen,Watanabe Hiroshi
4981,Madhouse,Yamauchi Shigeyasu
1239,Toei Animation,Maseba Yutaka
371,Madhouse,Maseba Yutaka
2623,Nippon Animation,Kuroda Yoshio
2594,Madhouse,Saitou Yuuichirou
15989,Studio Gokumi,Ono Manabu
27601,Kyoto Animation,Ishihara Tatsuya
1254,Toei Animation,Yokoyama Kazuo
25801,Studio Deen,Omata Shinichi
2593,ufotable,Iwakami Atsuhiro
41694,LIDENFILMS,Yamamoto Hideyo
488,Daume,Satou Takuya
15487,Production I.G,Fujimaki Tadatoshi
34414,Satelight,Takamatsu Shinji
35673,8bit,Yamamoto Yuusuke
31553,P.A. Works,Asai Yoshiyuki
25341,Production I.G,Hanae Natsuki
11889,A-1 Pictures,Nishigori Atsushi
87,Sunrise,Yatate Hajime
10460,J.C.Staff,Kanbe Mamoru
2273,Sunrise,Yatate Hajime
21737,TYO Animations,Sakamoto Maaya
39988,Studio PuYUKAI,Ashina Minoru
38787,Connect,Jinbo Masato
17947,Seven Arcs Pictures,Hamana Takayuki
9396,Bridge,Ebina Yasunori
38472,Studio PuYUKAI,Ashina Minoru
5530,Xebec,Kajiura Yuki
15591,J.C.Staff,Miyamoto Junnosuke
13767,Studio Deen,Kon Chiaki
13267,Diomedéa,Wakabayashi Kazuhiro
16273,AIC,Tenkawa Nobuhiko
1485,Studio Pierrot,Oomori Takahiro
18507,Kyoto Animation,Nakamura Shinichi
9366,J.C.Staff,heidi
33520,Wit Studio,Okada Maiko
32792,Sunrise,Furuhashi Kazuhiro
34262,Bridge,Umetsu Satoshi
3545,Gallop,Yasumi Tetsuo
38759,Doga Kobo,Koshida Tomoaki
40938,Project No.9,Kamikita Manabu
5485,Bee Media,Imagawa Yasuhiro
11553,J.C.Staff,Aketagawa Jin
34618,A-1 Pictures,Masuyama Ryouji
16241,Production I.G,Oogami Yuuma
3713,Studio Deen,Watanabe Hiroshi
1562,Nippon Animation,Watanabe Takashi
10216,Production I.G,Mizushima Tsutomu
39705,J.C.Staff,Furukawa Makoto
37890,8bit,Yamamoto Yuusuke
8086,Zexcs,Kawasaki Itsurou
6773,J.C.Staff,Kawase Kouhei
34514,OLM,Imai Arifumi
38939,MAPPA,Naomura Tooru
253,Shin-Ei Animation,Mizushima Tsutomu
589,Toei Animation,Katsumata Tomoharu
41497,CloverWorks,Akai Toshifumi
10500,Telecom Animation Film,Takiguchi Teiichi
38710,Geno Studio,eastern youth
1301,Toei Animation,Rintaro
3841,Madhouse,Masuhara Mitsuyuki
48438,Studio Kafka,Terasawa Kazuaki
37596,,Aoki Jun
31989,Kyoto Animation,Ishihara Tatsuya
1606,Sunrise,Kodama Kenji
5005,AIC ASTA,Kishi Seiji
40416,GEEK TOYS,Nakagawa Jun
74,Group TAC,Oomori Takahiro
28539,MAPPA,Hayashi Yuuichirou
8247,Studio Pierrot,Kobayashi Noriko
39585,Toei Animation,
40839,TMS Entertainment,Koga Kazuomi
29854,MAPPA,Nishimura Satoshi
38699,Bones,Horikoshi Kouhei
38313,Tear Studio,Kikuchi Katsuya
8557,Diomedéa,Mizushima Tsutomu
