id,en_title,season_year,episodes_count,episode_duration,format_destination,release_status
9852,Future GPX Cyber Formula Sin,,5,30,ova,finished
8183,Taiho Shichauzo: Nagisa no Koutsuu Yuudou,,1,24,special,finished
1821,Hidan no Aria,2011,12,24,tv,finished
11581,IS: Infinite Stratos Encore - Koi ni Kogareru Sextet,2011,1,26,ova,finished
12357,GUNDAM BUILD FIGHTERS TRY: Island Wars,2016,1,36,ova,finished
11562,Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!,2007,1,12,ova,finished
482,Shin Chou Kyou Ryo: Condor Hero,2001,26,24,tv,finished
5250,Doraemon: Boku no Umareta Hi,2002,1,28,movie,finished
4552,Cinderella Girls Gekijou 3rd Season,2018,13,3,tv short,finished
11612,Hoshizora e Kakaru Hashi OVA,2011,1,26,ova,finished
9141,GRANBLUE FANTASY The Animation: Kabocha no Lantern,2017,1,24,special,finished
1865,Fractale,2011,11,23,tv,finished
12605,Gaikotsu Shotenin Honda-san OVA,2019,1,3,ova,finished
9883,Macross Flash Back 2012,1987,1,30,ova,finished
11398,Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,2011,1,24,ova,finished
491,Yokoyama Mitsuteru Sangokushi,1991,47,23,tv,finished
5328,Digimon Frontier: Ornismon Fukkatsu!!,2002,1,40,movie,finished
961,Flanders no Inu,1975,52,26,tv,finished
11268,Kure-nai OVA,2010,2,29,ova,finished
5269,Doraemon: Nobita no Makai Daibouken,1984,1,98,movie,finished
3818,Ore, Tsushima,2021,12,2,tv short,finished
12527,Masamune-kun no Revenge OVA,2018,1,24,ova,finished
495,Dual! Parallel Lunlun Monogatari,1999,13,25,tv,finished
4454,Re:Petit kara Hajimeru Isekai Seikatsu,2016,14,3,tv short,finished
8833,Kyoto Animation: Suiei-hen,2013,1,1,special,finished
12494,Fate/kaleid liner Prisma☆Illya: Prisma☆Phantasm,2019,1,62,ova,finished
4436,Re:Zero kara Hajimeru Kyuukei Jikan (Break Time),2016,11,3,tv short,finished
5266,Doraemon: Nobita no Uchuu Ko Sensou,1986,1,98,movie,finished
4397,Kono Danshi, Mahou ga Oshigoto Desu.,2016,4,8,tv short,finished
4379,Teekyuu 6,2015,12,2,tv short,finished
12479,Hetalia: The World Twinkle Extra episodes,2015,4,5,ova,finished
6589,Mitsuami no Kamisama,2015,1,28,movie,finished
9109,Stella no Mahou Specials,2017,2,13,special,finished
9098,Nobunaga no Shinobi Episode 0,2016,1,5,special,finished
12545,Code:Realize - Sousei no Himegimi - Set a thief to catch a thief,2018,1,24,ova,finished
11476,Hetalia Axis Powers Fan Disc,2010,3,10,ova,finished
534,Tenchi Muyou! GXP,2002,26,24,tv,finished
8137,Potemayo Specials,2007,6,9,special,finished
993,Sky Girls,2007,26,24,tv,finished
509,Elf wo Karu Mono-tachi II,1997,12,24,tv,finished
6438,Appleseed Alpha,2014,1,93,movie,finished
3947,Gyagu Manga Biyori,2005,12,5,tv short,finished
5263,Doraemon: Nobita no Nippon Tanjou,1989,1,100,movie,finished
3962,Taiho Shichauzo Specials,1999,20,8,tv short,finished
3968,Gyagu Manga Biyori 2,2006,12,5,tv short,finished
9084,Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?,2016,1,24,special,finished
8126,sola Specials,2007,2,24,special,finished
5264,Doraemon: Nobita no Kaitei Kiganjou,1983,1,95,movie,finished
515,Chou Denji Machine Voltes V,1977,40,23,tv,finished
5265,Doraemon: Nobita no Uchuu Hyouryuuki,1999,1,93,movie,finished
1007,Hidamari no Ki,2000,25,23,tv,finished
9973,Animation Seisaku Shinkou Kuromi-chan,2001,1,40,ova,finished
7705,Healin' Good♥Precure: Yume no Machi de Kyun! Tto GoGo! Dai Henshin!!,2021,1,75,movie,finished
8773,Girls und Panzer: Shoukai Shimasu!,2012,2,23,special,finished
4017,Ninja Hattori-kun,1981,694,10,tv short,finished
7637,Fate/kaleid liner Prisma☆Illya: Licht - Namae no Nai Shoujo,2021,1,94,movie,finished
9747,Dominion,1988,4,36,ova,finished
5329,Digimon Tamers: Boukensha-tachi no Tatakai,2001,1,50,movie,finished
4298,Pupipo!,2014,15,4,tv short,finished
5210,Unico Mahou no Shima e,1983,1,91,movie,finished
5982,Crayon Shin-chan: Arashi wo Yobu Ougon no Spy Daisakusen,2011,1,108,movie,finished
12548,Mecha-ude,2018,1,25,ova,finished
9834,Shin Hokuto no Ken,2003,3,58,ova,finished
5982,Crayon Shin-chan: Arashi wo Yobu Ougon no Spy Daisakusen,2011,1,108,movie,finished
4017,Ninja Hattori-kun,1981,694,10,tv short,finished
4454,Re:Petit kara Hajimeru Isekai Seikatsu,2016,14,3,tv short,finished
10298,Soukou Kihei Votoms: Kakuyaku taru Itan,1994,5,30,ova,finished
4436,Re:Zero kara Hajimeru Kyuukei Jikan (Break Time),2016,11,3,tv short,finished
8072,Kidou Senshi Gundam SEED: Hoshi no Hazama de,2004,1,5,special,finished
527,Senkaiden Houshin Engi,1999,26,24,tv,finished
4397,Kono Danshi, Mahou ga Oshigoto Desu.,2016,4,8,tv short,finished
8303,Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken,2009,1,24,special,finished
1055,Cinderella Monogatari,1996,26,20,tv,finished
534,Tenchi Muyou! GXP,2002,26,24,tv,finished
9347,Arifureta Shokugyou de Sekai Saikyou Specials,2019,2,9,special,finished
4379,Teekyuu 6,2015,12,2,tv short,finished
8288,Higurashi no Naku Koro ni Kai Specials,2007,24,1,special,finished
9358,Lupin III: Prison of the Past,2019,1,92,special,finished
9387,GRANBLUE FANTASY The Animation Season 2 Specials,2020,2,24,special,finished
4127,Fireball Charming,2011,13,2,tv short,finished
4149,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi,2007,12,3,tv short,finished
15030,Heart Realize,,1,5,music,finished
14950,Children Record,,2,3,music,finished
14948,Beautiful World,,1,3,music,finished
14930,Viva Namida,,1,5,music,finished
14857,Sekiranun Graffiti,,1,4,music,finished
14745,Renou Xueyuan,,10,5,ona,finished
4172,gdgd Fairies,2011,12,14,tv short,finished
2110,Danball Senki W,2012,58,20,tv,finished
4298,Pupipo!,2014,15,4,tv short,finished
2121,Pretty Rhythm: Dear My Future,2012,51,24,tv,finished
10117,Sousei no Aquarion OVA,2007,2,54,ova,finished
11746,Rinne no Lagrange: Kamogawa Days,2012,1,43,ova,finished
1073,Cyborg Kuro-chan,1999,66,25,tv,finished
2134,Cardfight!! Vanguard: Asia Circuit-hen,2012,39,24,tv,finished
8952,TARI TARI: Kumottari, Kagayaitari, Mata Itsuka Utattari,2014,1,11,special,finished
558,Nintama Rantarou,1993,0,24,tv,releasing
14547,Benghuai 3: Guilai,,1,2,ona,finished
1082,Moonlight Mile 2nd Season: Touch Down,2007,14,24,tv,finished
2175,Sasami-san@Ganbaranai,2013,12,24,tv,finished
7349,Precure Miracle Leap: Minna to no Fushigi na Ichinichi,2020,1,71,movie,finished
1104,Tiger Mask,1969,105,23,tv,finished
151,Ninin ga Shinobuden,2004,12,24,tv,finished
14542,Benghuai 3: XI-EX,,1,1,ona,finished
11612,Hoshizora e Kakaru Hashi OVA,2011,1,26,ova,finished
580,Yoroiden Samurai Troopers,1988,39,23,tv,finished
12693,Persona 5 the Animation: A Magical Valentine's Day,,1,30,ova,finished
73,Corrector Yui,1999,52,25,tv,finished
2254,Dokidoki! Precure,2013,49,24,tv,finished
6407,Kuro no Sumika -Chronus-,2014,1,25,movie,finished
1132,Tokimeki Tonight,1982,34,24,tv,finished
2269,Makai Ouji: Devils and Realist,2013,12,24,tv,finished
4192,Recorder to Randoseru Re♪,2012,13,3,tv short,finished
9084,Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?,2016,1,24,special,finished
307,Tottoko Hamtarou,2000,296,25,tv,finished
598,Kyoushoku Soukou Guyver (2005),2005,26,23,tv,finished
2306,Kimi no Iru Machi,2013,12,21,tv,finished
8760,Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou,2012,7,3,special,finished
2315,Danball Senki Wars,2013,37,20,tv,finished
9952,Arslan Senki (OVA),1991,6,37,ova,finished
14356,Hetalia World★Stars,2021,12,5,ona,finished
2340,Kitakubu Katsudou Kiroku,2013,12,23,tv,finished
1172,Muteki Koujin Daitarn 3,1978,40,25,tv,finished
5283,Vexille: 2077 Nihon Sakoku,2007,1,110,movie,finished
1188,Amatsuki,2008,13,23,tv,finished
618,Monster Farm: Enbanseki no Himitsu,1999,48,24,tv,finished
8560,Baka to Test to Shoukanjuu: Matsuri Special,2011,1,3,special,finished
1198,Blassreiter,2008,24,23,tv,finished
5260,Doraemon: Nobita no Uchuu Kaitakushi,1981,1,91,movie,finished
5255,Doraemon: Nobita to Ryuu no Kishi,1987,1,91,movie,finished
12558,Utawarerumono: Tusukuru-koujo no Karei Naru Hibi,2018,1,14,ova,finished
8925,Hentai Ouji to Warawanai Neko.: Henneko BBS,2013,13,1,special,finished
1212,Vampire Knight,2008,13,24,tv,finished
9278,Tantei Opera Milky Holmes: Psycho no Aisatsu,2018,1,24,special,finished
8231,Lupin III: Sweet Lost Night,2008,1,91,special,finished
2468,Yu☆Gi☆Oh! ARC-V,2014,148,24,tv,finished
2473,Cardfight!! Vanguard: Legion Mate-hen,2014,33,24,tv,finished
2475,Nagato Yuki-chan no Shoushitsu,2015,16,24,tv,finished
6115,Star Driver the Movie,2013,1,150,movie,finished
328,Yami no Matsuei,2000,13,23,tv,finished
2496,Sengoku Basara: Judge End,2014,12,24,tv,finished
2500,Sanzoku no Musume Ronja,2014,26,25,tv,finished
9851,Future GPX Cyber Formula Saga,,8,30,ova,finished
9850,Future GPX Cyber Formula Zero,,8,28,ova,finished
9849,Future GPX Cyber Formula 11,1992,6,28,ova,finished
9842,Vampire Miyu,1988,4,30,ova,finished
1264,Hakaba Kitarou,2008,11,25,tv,finished
8906,Kyousougiga (TV) Specials,2013,3,26,special,finished
2551,Persona 4 the Golden Animation,2014,12,23,tv,finished
9258,Eiga Chuunibyou demo Koi ga Shitai! Take On Me Kotatsu DE Photo Session,2018,3,5,special,finished
8907,Teekyuu 2 Specials,2013,2,2,special,finished
2592,Rolling☆Girls,2015,12,24,tv,finished
2594,Kaitou Joker,2014,13,24,tv,finished
2596,Mahou Shoujo Lyrical Nanoha ViVid,2015,12,24,tv,finished
11492,Otome wa Boku ni Koishiteru: Futari no Elder,2012,3,25,ova,finished
8214,Pichu to Pikachu,2000,1,23,special,finished
14135,Wu Shang Shen Di,,64,7,ona,finished
11392,Megane na Kanojo,2010,4,14,ova,finished
8204,Outlaw Star Pilot,2008,1,2,special,finished
2645,Mikagura Gakuen Kumikyoku,2015,12,24,tv,finished
6509,Accel World: Infinite∞Burst,2016,1,82,movie,finished
9191,Mob Psycho mini,2016,6,7,special,finished
1342,Grimm Masterpiece Theater II,1988,23,20,tv,finished
702,Uchuu Senkan Yamato 3,1980,25,23,tv,finished
703,Nerima Daikon Brothers,2006,12,24,tv,finished
2749,Ao no Kanata no Four Rhythm,2016,12,24,tv,finished
1361,Mugen no Juunin,2008,13,24,tv,finished
11824,Code:Breaker OVA,2012,3,27,ova,finished
12994,Cat Shit One,2010,1,24,ona,finished
715,Chou Robot Seimeitai Transformers Micron Densetsu,2003,52,24,tv,finished
2783,Kaitou Joker 3,2016,13,24,tv,finished
5310,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,1999,1,94,movie,finished
14868,Egomama,,1,4,music,finished
14851,Korekuraide Utau,,1,6,music,finished
8349,Kurokami: Tora to Tsubasa,2009,1,23,special,finished
14797,Good Morning,,1,3,music,finished
1389,World Destruction: Sekai Bokumetsu no Rokunin,2008,13,25,tv,finished
10372,Iblard Jikan,2007,1,30,ova,finished
6115,Star Driver the Movie,2013,1,150,movie,finished
2847,Cardfight!! Vanguard G: Stride Gate-hen,2016,24,24,tv,finished
12963,Candy☆Boy Episode 0,2007,1,10,ona,finished
7956,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,2003,1,40,special,finished
742,Devil May Cry,2007,12,24,tv,finished
1423,Yume no Crayon Oukoku,1997,70,20,tv,finished
14961,MOON PRIDE,,1,4,music,finished
14878,Blossom,2012,1,5,music,finished
1427,Tekken Chinmi,1988,20,24,tv,finished
2905,Yi Ren Zhi Xia,,12,24,tv,finished
1430,Cyborg 009 (1979),1979,50,24,tv,finished
2913,Kaitou Joker 4,2016,13,24,tv,finished
14570,Nüwushen de Canzhuo: Xinchun SP,,1,10,ona,finished
198,Bakuten Shoot Beyblade,2001,51,23,tv,finished
14614,Shi Yi Chang'an: Mingyue Ji Shi You 2,,13,15,ona,finished
12760,Haikyuu!! Ningyou Anime,2020,10,2,ova,finished
52,Kidou Senshi Gundam ZZ,1986,47,24,tv,finished
6619,ANEMONE: Koukyoushihen Eureka Seven Hi-Evolution,2018,1,90,movie,finished
2979,Nana Maru San Batsu,2017,12,23,tv,finished
1471,Kurozuka,2008,12,23,tv,finished
8668,Prince of Tennis: Another Story II - Ano Toki no Bokura OVA Bonus,2011,2,3,special,finished
5283,Vexille: 2077 Nihon Sakoku,2007,1,110,movie,finished
8673,Lupin III: Lupin Ikka Seizoroi,2012,1,10,special,finished
53,Kidou Senshi Victory Gundam,1993,51,24,tv,finished
3056,Toji no Miko,2018,24,24,tv,finished
14356,Hetalia World★Stars,2021,12,5,ona,finished
8658,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,2011,3,6,special,finished
8326,Rumic World,2008,1,3,special,finished
7778,Ai no Utagoe wo Kikasete,2021,1,109,movie,finished
3119,B-PROJECT: Zecchou*Emotion,2019,12,24,tv,finished
5576,Tailenders,2009,1,27,movie,finished
8320,Candy☆Boy EX02 - Shiawase Kyouyuu Riron,2009,1,9,special,finished
5260,Doraemon: Nobita no Uchuu Kaitakushi,1981,1,91,movie,finished
802,Moonlight Mile,2007,12,24,tv,finished
3144,Arifureta Shokugyou de Sekai Saikyou,2019,13,24,tv,finished
11688,Fate/Prototype,2011,1,12,ova,finished
5255,Doraemon: Nobita to Ryuu no Kishi,1987,1,91,movie,finished
12712,Chuubyou Gekihatsu Boy: Otoko ni Umareta Shukumei Dakara,2020,1,24,ova,finished
3179,Kemurikusa,2019,12,24,tv,finished
1569,Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,2009,9,24,tv,finished
9539,Iriya no Sora, UFO no Natsu,2005,6,25,ova,finished
3195,Kyoto Teramachi Sanjou no Holmes,2018,12,24,tv,finished
3204,Muhyo to Rouji no Mahouritsu Soudan Jimusho,2018,12,24,tv,finished
9010,Odemashi Komajin Hoopa,2015,1,14,special,finished
3235,Cardfight!! Vanguard (2018),2018,52,23,tv,finished
11622,Kono Danshi, Uchuujin to Tatakaemasu.,2011,1,29,ova,finished
14135,Wu Shang Shen Di,,64,7,ona,finished
7643,BEM: BECOME HUMAN,2020,1,90,movie,finished
3270,Mayonaka no Occult Koumuin,2019,12,24,tv,finished
1622,WHITE ALBUM 2nd Season,2009,13,25,tv,finished
3295,Kabukicho Sherlock,2019,24,24,tv,finished
11594,Boku wa Tomodachi ga Sukunai Episode 0: Yami Nabe wa Bishoujo ga Zannen na Nioi,2011,1,11,ova,finished
8994,Sousei no Aquarion Evol,2015,1,26,special,finished
6891,Zuori Qing Kong,,1,85,movie,finished
8992,Amagi Brilliant Park: Wakuwaku Mini Theater Rakugaki Backstage,2015,7,4,special,finished
3321,Houkago Saikoro Club,2019,12,24,tv,finished
6881,Golden Time (Movie),,1,21,movie,finished
9995,Grappler Baki (OVA),1994,1,45,ova,finished
850,Tenkuu Senki Shurato,1989,38,24,tv,finished
6415,5-tou ni Naritai.,1995,1,75,movie,finished
3352,Lapis Re:LiGHTs,2020,12,24,tv,finished
14002,Digimon Adventure: 20th Memorial Story,2020,5,6,ona,finished
8294,Saint Seiya: Soushuuhen,2002,1,25,special,finished
858,Nils no Fushigi na Tabi,1980,52,20,tv,finished
13987,Xue Ying Lingzhu: Qiyu Pian,,4,18,ona,finished
11589,Meitantei Conan Magic File 1,2007,1,30,ova,finished
5186,Jungle Taitei: The Movie,1997,1,94,movie,finished
3409,Granbelm,2019,13,25,tv,finished
12558,Utawarerumono: Tusukuru-koujo no Karei Naru Hibi,2018,1,14,ova,finished
12105,Kono Danshi, Sekika ni Nayandemasu.,2014,1,28,ova,finished
7195,Ni no Kuni,2019,1,106,movie,finished
1701,Senkou no Night Raid,2010,13,23,tv,finished
13965,Bai Yao Pu,,12,24,ona,finished
5582,Nijiiro Hotaru: Eien no Natsuyasumi,2012,1,105,movie,finished
3454,Chuubyou Gekihatsu Boy (TV),2019,11,24,tv,finished
1713,Shugo Chara! Party!,2009,25,21,tv,finished
9952,Arslan Senki (OVA),1991,6,37,ova,finished
1719,Anyamal Tantei Kiruminzoo,2009,50,23,tv,finished
8984,Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Makuai Drama,2014,3,9,special,finished
111,Pitaten,2002,26,24,tv,finished
886,Honoo no Toukyuuji: Dodge Danpei,1991,47,25,tv,finished
6279,Dokidoki! Precure: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress,2013,1,70,movie,finished
236,Starship Operators,2005,13,24,tv,finished
13916,Zenonzard: THE ANIMATION - Episode 0,2019,1,27,ona,finished
1737,Mayoi Neko Overrun!,2010,13,24,tv,finished
5310,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,1999,1,94,movie,finished
8871,Shingeki no Kyojin: Chimi Kyara Gekijou - Tondeke! Kunren Heidan,2013,9,11,special,finished
7417,Jiang Ziya,,1,110,movie,finished
5283,Vexille: 2077 Nihon Sakoku,2007,1,110,movie,finished
8925,Hentai Ouji to Warawanai Neko.: Henneko BBS,2013,13,1,special,finished
14961,MOON PRIDE,,1,4,music,finished
1701,Senkou no Night Raid,2010,13,23,tv,finished
3454,Chuubyou Gekihatsu Boy (TV),2019,11,24,tv,finished
1713,Shugo Chara! Party!,2009,25,21,tv,finished
1719,Anyamal Tantei Kiruminzoo,2009,50,23,tv,finished
111,Pitaten,2002,26,24,tv,finished
886,Honoo no Toukyuuji: Dodge Danpei,1991,47,25,tv,finished
236,Starship Operators,2005,13,24,tv,finished
9152,ACCA: 13-ku Kansatsu-ka Specials,2017,6,4,special,finished
5255,Doraemon: Nobita to Ryuu no Kishi,1987,1,91,movie,finished
5260,Doraemon: Nobita no Uchuu Kaitakushi,1981,1,91,movie,finished
1737,Mayoi Neko Overrun!,2010,13,24,tv,finished
8464,Yumeiro Pâtissière: Mune Kyun Tropical Island!,2010,1,7,special,finished
895,Devilman,1972,39,25,tv,finished
3528,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,2021,12,24,tv,finished
3531,Healin' Good♥Precure,2020,45,24,tv,finished
899,Taiyou no Kiba Dagram,1981,75,23,tv,finished
8789,Pikachu to Eevee Friends,2013,1,22,special,finished
8462,Senkou no Night Raid Specials,2010,3,23,special,finished
3564,Kiratto Pri☆Chan Season 3,2020,51,24,tv,finished
8456,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama,2010,1,27,special,finished
3594,MARS RED,2021,13,24,tv,finished
8214,Pichu to Pikachu,2000,1,23,special,finished
3603,100-man no Inochi no Ue ni Ore wa Tatteiru,2020,12,24,tv,finished
3605,Ura Sekai Picnic,2021,12,24,tv,finished
915,Kenyuu Densetsu Yaiba,1993,52,22,tv,finished
8467,Tales of Symphonia The Animation: Tethe'alla-hen Specials,2010,4,6,special,finished
8026,Koukyou Shihen Eureka Seven: Navigation ray=out,2006,1,25,special,finished
14878,Blossom,2012,1,5,music,finished
8437,Black Lagoon Omake,2009,7,3,special,finished
6464,Glass no Hana to Kowasu Sekai,2016,1,67,movie,finished
5186,Jungle Taitei: The Movie,1997,1,94,movie,finished
14868,Egomama,,1,4,music,finished
14851,Korekuraide Utau,,1,6,music,finished
932,Hello! Lady Lynn,1988,36,20,tv,finished
13054,Working'!! Announcement Specials,2011,2,2,ona,finished
14797,Good Morning,,1,3,music,finished
481,HeatGuy J,2002,25,24,tv,finished
8021,Senritsu no Mirage Pokemon,2006,1,42,special,finished
941,Takahashi Rumiko Anthology,2003,13,25,tv,finished
8204,Outlaw Star Pilot,2008,1,2,special,finished
5131,Futari wa Precure: Max Heart (Movie),2005,1,70,movie,finished
484,Virtua Fighter,1995,35,20,tv,finished
5683,Uchuu Senkan Yamato: Fukkatsu-hen,2009,1,135,movie,finished
9149,Servamp - Sleepy Life of SERVAMP,2016,3,5,special,finished
1861,Super Robot Taisen OG: The Inspector,2010,26,23,tv,finished
12994,Cat Shit One,2010,1,24,ona,finished
8756,Lupin III: Touhou Kenbunroku - Another Page,2012,1,90,special,finished
3806,Sonic X Season 2,2005,26,25,tv,finished
5056,Saint Seiya: Kamigami no Atsuki Tatakai,1988,1,45,movie,finished
5055,Saint Seiya: Jashin Eris,1987,1,45,movie,finished
5048,Wata no Kuni Hoshi,1984,1,96,movie,finished
1893,Moshidora,2011,10,24,tv,finished
497,Blue Seed,1994,26,23,tv,finished
14570,Nüwushen de Canzhuo: Xinchun SP,,1,10,ona,finished
12963,Candy☆Boy Episode 0,2007,1,10,ona,finished
14614,Shi Yi Chang'an: Mingyue Ji Shi You 2,,13,15,ona,finished
5001,Dragon Ball Z: Kiken na Futari! Super Senshi wa Nemurenai,1994,1,50,movie,finished
8418,Lupin III: The Last Job,2010,1,93,special,finished
4990,Dragon Ball: Makafushigi Daibouken,1988,1,45,movie,finished
3909,Di Gi Charat,1999,16,4,tv short,finished
3910,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,1998,48,7,tv short,finished
3934,Binchou-tan,2006,12,12,tv short,finished
9577,One Piece: Taose! Kaizoku Ganzack,1998,1,28,ova,finished
9065,Sansha Sanyou OVA mi Houei Episode,2016,3,6,special,finished
3963,Doujin Work,2007,12,14,tv short,finished
1000,Spider Riders: Yomigaeru Taiyou,2007,26,23,tv,finished
10372,Iblard Jikan,2007,1,30,ova,finished
6713,Precure Super Stars!,2018,1,70,movie,finished
4000,Gyagu Manga Biyori 3,2008,12,5,tv short,finished
4938,Dragon Ball: Shen Long no Densetsu,1986,1,50,movie,finished
14356,Hetalia World★Stars,2021,12,5,ona,finished
4933,Hotori: Tada Saiwai wo Koinegau,2005,1,40,movie,finished
1014,Bakusou Kyoudai Let's & Go WGP,1997,51,25,tv,finished
8399,Hellsing: Psalm of Darkness,,1,3,special,finished
11824,Code:Breaker OVA,2012,3,27,ova,finished
4047,Popee the Performer,,39,4,tv short,finished
6415,5-tou ni Naritai.,1995,1,75,movie,finished
4892,Kidou Senshi Gundam: Dai 08 MS Shotai - Miller's Report,1998,1,52,movie,finished
1029,Tetsuwan Atom,1963,193,26,tv,finished
6443,Cardfight!! Vanguard Movie: Neon Messiah,2014,1,72,movie,finished
2038,Black★Rock Shooter (TV),2012,8,23,tv,finished
4770,Yakunara Mug Cup Mo,2021,12,15,tv short,finished
12760,Haikyuu!! Ningyou Anime,2020,10,2,ova,finished
11688,Fate/Prototype,2011,1,12,ova,finished
12712,Chuubyou Gekihatsu Boy: Otoko ni Umareta Shukumei Dakara,2020,1,24,ova,finished
9539,Iriya no Sora, UFO no Natsu,2005,6,25,ova,finished
536,Mushrambo,2000,32,20,tv,finished
12558,Utawarerumono: Tusukuru-koujo no Karei Naru Hibi,2018,1,14,ova,finished
2057,Code:Breaker,2012,13,24,tv,finished
11589,Meitantei Conan Magic File 1,2007,1,30,ova,finished
7195,Ni no Kuni,2019,1,106,movie,finished
14135,Wu Shang Shen Di,,64,7,ona,finished
4632,Cinderella Girls Gekijou CLIMAX SEASON,2019,13,3,tv short,finished
7218,Fragtime,2019,1,59,movie,finished
9842,Vampire Miyu,1988,4,30,ova,finished
4892,Kidou Senshi Gundam: Dai 08 MS Shotai - Miller's Report,1998,1,52,movie,finished
2278,Pocket Monsters Best Wishes! Season 2: Episode N,2013,14,22,tv,finished
9851,Future GPX Cyber Formula Saga,,8,30,ova,finished
8925,Hentai Ouji to Warawanai Neko.: Henneko BBS,2013,13,1,special,finished
4267,Robot Girls Z,2014,3,27,tv short,finished
2136,Furusato Saisei: Nippon no Mukashi Banashi,2012,258,24,tv,finished
4268,Super Seisyun Brothers,2013,14,4,tv short,finished
4770,Yakunara Mug Cup Mo,2021,12,15,tv short,finished
9258,Eiga Chuunibyou demo Koi ga Shitai! Take On Me Kotatsu DE Photo Session,2018,3,5,special,finished
7778,Ai no Utagoe wo Kikasete,2021,1,109,movie,finished
15012,Nirvana,,1,4,music,finished
13281,Youjo Shenki,2017,13,3,ona,finished
562,Binbou Shimai Monogatari,2006,10,24,tv,finished
1084,Mokke,2007,24,24,tv,finished
5953,Happy Birthday, Inochi Kagayaku Toki,1999,1,79,movie,finished
71,Bakuretsu Tenshi,2004,24,23,tv,finished
8120,Lupin III: Kiri no Elusive,2007,1,92,special,finished
8560,Baka to Test to Shoukanjuu: Matsuri Special,2011,1,3,special,finished
8320,Candy☆Boy EX02 - Shiawase Kyouyuu Riron,2009,1,9,special,finished
6004,Tansu Warashi.,2011,1,24,movie,finished
6537,Pocket Monsters XY & Z: Volcanion to Karakuri no Magearna,2016,1,95,movie,finished
4363,Wakako-zake,2015,12,2,tv short,finished
5683,Uchuu Senkan Yamato: Fukkatsu-hen,2009,1,135,movie,finished
8907,Teekyuu 2 Specials,2013,2,2,special,finished
1102,Atashin'chi,2002,330,25,tv,finished
9191,Mob Psycho mini,2016,6,7,special,finished
8326,Rumic World,2008,1,3,special,finished
574,Yugo the Negotiator,2004,13,24,tv,finished
4632,Cinderella Girls Gekijou CLIMAX SEASON,2019,13,3,tv short,finished
8897,Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi,2013,1,90,special,finished
575,Zone of the Enders: Dolores, I,2001,26,24,tv,finished
7643,BEM: BECOME HUMAN,2020,1,90,movie,finished
9774,3x3 Eyes Seima Densetsu,1995,3,45,ova,finished
4428,Bananya,2016,13,3,tv short,finished
8906,Kyousougiga (TV) Specials,2013,3,26,special,finished
9748,Tokusou Sensha-tai Dominion,1993,6,30,ova,finished
4471,Cinderella Girls Gekijou,2017,13,4,tv short,finished
2257,Devil Survivor 2: THE ANIMATION,2013,13,24,tv,finished
14878,Blossom,2012,1,5,music,finished
14868,Egomama,,1,4,music,finished
14851,Korekuraide Utau,,1,6,music,finished
14797,Good Morning,,1,3,music,finished
14614,Shi Yi Chang'an: Mingyue Ji Shi You 2,,13,15,ona,finished
14570,Nüwushen de Canzhuo: Xinchun SP,,1,10,ona,finished
15017,Eine Kleine,,1,4,music,finished
12453,Dimension W: Short Track,2016,1,12,ova,finished
13742,Nisekoimonogatari,2015,1,1,ona,finished
1150,Nanatsu no Umi no Tico,1994,39,25,tv,finished
2316,Houkago no Pleiades,2015,12,24,tv,finished
8071,Kidou Senshi Gundam SEED Destiny Special Edition,2006,4,90,special,finished
11919,Kidou Senshi Gundam AGE: Memory of Eden,2013,1,150,ova,finished
14544,Benghuai 3: Bronya,,1,3,ona,finished
5935,Detective Conan: Conan vs. Kid - Jet Black Sniper,2006,1,16,movie,finished
8862,Mewtwo: Kakusei e no Prologue,2013,1,26,special,finished
8508,Kuragehime Specials,2011,4,5,special,finished
8063,Galaxy Angel Z: Shouen to Shien no Kasure,,1,13,special,finished
8066,Mizu no Kotoba,2002,1,9,special,finished
9704,Chicchana Yukitsukai Sugar Specials,2003,2,24,ova,finished
9153,Hikari no Megami,2014,1,3,special,finished
8855,Puchimas!: Petit iDOLM@STER - Takatsuki Gold Densetsu Special!! Harukasan Matsuri,2013,6,3,special,finished
629,Project ARMS,2001,26,24,tv,finished
14454,Wan Jie Fa Shen,,54,6,ona,finished
